gene,sample_A,sample_B,sample_C
MAR_0012015,16.877,15.902,18.357
MAR_0012140,35.036,75.498,53.328
MAR_0012278,35.267,79.581,93.383
MAR_0012279,40.574,75.693,98.886
MAR_0012427,44.722,55.247,18.87
MAR_0012432,76.048,88.081,64.612
MAR_0012545,9.064,94.576,79.292
MAR_0012594,24.568,27.353,28.747
MAR_0013042,57.34,59.402,78.806
MAR_0013208,60.548,65.512,39.442
MAR_0013453,83.148,44.338,13.438
MAR_0013706,39.85,26.228,83.104
MAR_0013920,34.269,83.914,96.287
MAR_0014051,36.131,19.421,6.675
MAR_0014257,83.595,64.702,1.876
MAR_0014303,23.16,7.487,73.732
MAR_0014838,8.44,21.961,37.074
MAR_0015099,20.079,61.919,13.447
MAR_0015100,29.788,46.368,8.684
MAR_0015101,59.189,38.232,0.579
MAR_0015806,4.678,96.509,93.176
MAR_0015893,14.357,48.585,3.727
MAR_0015986,39.997,40.023,92.347
MAR_0015988,74.836,83.095,5.489
MAR_0015994,97.562,87.031,39.092
MAR_0015997,21.839,52.572,93.939
MAR_0016148,1.032,57.244,22.827
MAR_0016205,17.346,27.138,9.013
MAR_0016361,82.616,65.903,85.739
MAR_0016653,67.33,20.559,86.735
MAR_0016853,19.823,41.037,1.243
MAR_0016854,93.686,61.722,28.311
MAR_0016855,9.315,43.527,13.722
MAR_0016856,20.005,9.914,34.897
MAR_0017167,89.993,28.771,91.539
MAR_0017469,19.663,17.868,46.987
MAR_0017727,89.476,52.336,47.661
MAR_0017839,42.022,91.859,3.165
MAR_0017894,85.865,20.843,25.101
MAR_0017937,29.232,62.368,4.5
MAR_0018218,27.744,42.857,6.946
MAR_0018253,32.779,34.018,51.16
MAR_0018318,44.138,99.801,83.589
MAR_0018319,49.441,61.55,18.879
MAR_0018320,29.978,18.275,88.22
MAR_0018657,28.703,21.919,30.765
MAR_0018965,77.15,7.777,49.621
MAR_0018966,21.902,34.535,78.09
MAR_0018967,79.613,50.098,38.872
MAR_0018968,25.553,57.027,99.743
MAR_0019153,16.551,87.415,77.271
MAR_0019285,36.972,22.539,84.207
MAR_0019387,13.682,55.941,4.146
MAR_0019534,68.821,17.296,51.572
MAR_0019918,73.394,26.622,65.284
MAR_0020016,97.925,0.321,33.89
MAR_0020017,50.086,33.722,88.564
MAR_0020050,48.171,94.361,17.438
MAR_0020180,39.081,27.853,32.129
MAR_0020275,58.997,1.6,79.808
MAR_0020324,58.155,22.037,53.363
MAR_0020527,26.185,42.734,30.472
MAR_0020566,84.643,63.509,73.704
MAR_0020572,29.36,45.561,95.619
MAR_0020891,52.255,27.581,45.704
MAR_0020903,39.618,37.518,54.223
MAR_0020958,45.137,65.183,85.614
MAR_0020959,87.847,25.641,41.409
MAR_0020973,46.735,67.944,38.77
MAR_0020974,23.384,55.345,80.914
MAR_0020996,96.468,6.714,65.912
MAR_0021230,88.227,8.713,37.277
MAR_0021231,51.753,60.893,3.356
MAR_0021396,5.981,45.281,92.45
MAR_0021446,16.694,84.312,1.109
MAR_0021447,51.702,33.452,69.75
MAR_0021506,64.981,83.763,38.506
MAR_0021662,29.006,23.619,41.19
MAR_0021663,88.23,3.327,89.943
MAR_0022041,22.789,24.798,26.701
MAR_0022159,42.481,50.92,21.127
MAR_0022512,39.636,64.461,66.587
MAR_0022532,2.225,40.455,70.084
MAR_0022533,88.766,12.024,93.302
MAR_0022608,18.304,18.341,41.031
MAR_0022627,85.762,91.122,64.237
MAR_0022657,77.61,61.431,77.11
MAR_0022658,45.212,64.704,43.091
MAR_0022927,21.803,75.993,67.625
MAR_0023051,80.834,4.669,47.073
MAR_0023052,20.525,41.471,30.468
MAR_0023078,81.321,69.638,69.36
MAR_0023080,86.846,50.372,48.158
MAR_0023253,39.98,74.189,31.491
MAR_0023507,99.426,32.265,2.191
MAR_0023655,67.075,30.268,13.805
MAR_0023662,82.844,69.447,5.868
MAR_0024407,64.791,56.103,76.499
MAR_0024546,76.484,54.507,40.147
MAR_0024558,72.329,2.974,39.075
MAR_0024610,18.682,6.119,6.973
MED_0000489,76.301,57.788,96.216
MED_0000490,89.631,1.483,19.166
MED_0000491,80.958,58.135,76.674
MED_0000493,50.897,61.571,67.29
MED_0000494,56.665,53.651,15.974
MED_0000495,12.0,15.392,70.243
MED_0000553,96.578,76.946,77.262
MED_0000825,23.338,9.044,73.754
MED_0000846,92.205,53.389,82.236
MED_0000988,30.796,26.241,40.523
MED_0000989,29.194,3.021,71.796
MED_0000990,59.136,68.696,66.487
MED_0001085,97.248,8.71,77.108
MED_0001086,95.764,30.249,98.957
MED_0001089,60.15,1.928,28.228
MED_0001568,77.509,61.05,41.855
MED_0001702,2.678,38.038,17.963
MED_0001703,61.693,81.953,43.919
MED_0001704,0.199,25.846,60.726
MED_0001722,16.241,99.934,23.2
MED_0001803,91.246,74.25,27.794
MED_0002079,78.635,81.172,69.737
MED_0002366,78.281,69.374,82.203
MED_0002367,7.534,72.468,11.165
MED_0002558,47.148,86.003,0.558
MED_0002559,63.402,95.385,27.108
MED_0002649,22.179,11.39,88.303
MED_0002650,52.77,86.37,75.862
MED_0002756,92.114,10.296,65.049
MED_0003107,25.26,77.24,92.101
MED_0003122,65.817,90.125,65.405
MED_0003123,9.315,0.147,93.948
MED_0003341,77.471,11.444,5.44
MED_0003344,59.908,15.608,63.081
MED_0003345,4.253,87.984,20.359
MED_0003717,51.318,53.942,51.758
MED_0003737,89.825,96.094,6.559
MED_0003738,15.933,15.022,16.56
MED_0003770,94.587,55.027,65.128
MED_0003771,77.039,83.292,84.245
MED_0003886,32.625,94.653,66.051
MED_0003887,1.924,14.731,50.764
MED_0003918,57.945,33.888,56.495
MED_0003999,64.159,46.693,27.561
MED_0004038,7.526,53.984,42.298
MED_0004214,59.234,11.233,59.984
MED_0004312,89.435,85.858,17.149
MED_0004313,47.225,39.191,1.556
MED_0004314,3.309,13.347,1.674
MED_0004405,62.49,45.629,63.56
MED_0004471,80.446,99.427,42.128
MED_0004472,67.252,88.236,28.061
MED_0004473,21.834,80.307,38.149
MED_0004768,65.096,64.193,33.401
MED_0004814,52.192,82.132,48.455
MED_0004816,0.587,17.864,73.578
MED_0004817,29.524,66.192,65.775
MED_0005075,29.826,65.763,37.393
MED_0005076,40.782,1.857,9.002
MED_0005077,92.603,95.682,45.853
MED_0005078,24.864,18.264,90.947
MED_0005079,56.988,40.507,81.636
MED_0005191,70.422,24.993,37.672
MED_0005192,76.105,0.077,91.829
MED_0005206,29.364,37.543,13.296
MED_0005207,76.486,68.971,4.203
MED_0005208,35.486,69.84,42.491
MED_0005209,50.123,7.916,53.279
MED_0005210,43.962,36.722,94.163
MED_0005211,67.967,97.09,87.37
MED_0005261,82.707,27.198,87.718
MED_0005603,51.002,14.687,35.228
MED_0005604,71.685,45.177,49.841
MED_0005749,51.777,27.645,71.23
MED_0005981,41.111,99.906,96.073
MED_0006003,23.082,3.844,40.323
MED_0006020,46.359,77.546,97.016
MED_0006476,40.775,58.531,12.935
MED_0006496,58.148,56.695,48.46
MED_0006497,91.137,88.747,90.508
MED_0006634,13.489,5.05,25.657
MED_0006697,60.483,38.695,16.579
MED_0007067,41.073,61.988,1.108
MED_0007068,41.695,7.267,45.37
MED_0007172,93.142,58.341,17.692
MED_0007454,89.254,37.696,98.527
MED_0007457,90.868,94.798,65.73
MED_0007488,15.432,91.481,60.32
MED_0007737,95.135,54.816,21.534
MED_0007867,75.15,73.48,86.516
MED_0007984,39.982,51.477,71.012
MED_0008263,45.094,18.729,91.636
MED_0008264,43.383,30.111,24.706
MED_0008529,52.519,4.886,94.753
MED_0008530,80.748,89.521,81.31
MED_0008625,9.565,20.014,52.788
MED_0008712,18.96,76.444,8.464
MED_0008777,99.104,40.245,2.933
MED_0008830,89.68,28.959,4.967
MED_0008831,97.889,69.84,92.995
MED_0008967,14.679,61.694,74.699
MED_0009169,6.734,79.241,74.119
MED_0009270,66.133,85.291,87.072
MED_0009566,73.109,56.402,21.773
MED_0009567,11.821,20.413,81.153
MED_0009604,49.571,15.231,63.557
MED_0009616,54.356,13.24,59.144
MED_0009662,54.015,64.443,83.282
MED_0009690,38.374,15.977,78.59
MED_0009804,93.982,13.543,90.859
MED_0009805,32.951,96.962,64.896
MED_0009898,5.561,18.265,33.683
MED_0010201,23.213,57.023,48.448
MED_0010453,42.663,60.863,80.04
MED_0010459,62.239,26.102,90.574
MED_0010460,40.068,91.537,56.839
MED_0010513,97.676,77.679,92.122
MED_0010514,97.9,3.396,98.774
MED_0010586,37.002,53.395,87.935
MED_0010587,8.518,65.888,24.6
MED_0010588,93.524,44.857,40.849
MED_0010686,10.05,52.619,57.187
MED_0010720,97.817,15.294,76.448
MED_0010721,91.535,64.196,77.124
MED_0010737,84.957,0.673,24.791
MED_0010738,93.938,49.075,12.052
MED_0010741,16.337,22.554,7.254
MED_0010774,19.417,66.048,31.575
MED_0010775,40.47,1.273,49.62
MED_0010954,49.587,64.236,7.327
MED_0011081,99.058,34.961,22.576
MED_0011082,8.616,57.56,66.324
MED_0011133,96.6,14.661,33.353
MED_0011182,62.201,83.583,59.762
MED_0011352,7.098,19.828,48.428
MED_0011353,20.997,4.031,29.827
MED_0011664,18.385,29.392,99.631
MED_0012847,27.506,44.855,54.995
MED_0013099,0.009,27.093,43.125
MED_0013101,44.393,95.877,41.598
MED_0013102,12.867,22.549,98.645
MED_0013174,92.3,88.485,69.183
MED_0013175,47.044,32.135,77.739
MED_0013586,60.83,78.643,62.987
MED_0013632,97.746,68.806,85.333
MED_0014099,97.499,8.983,69.508
MED_0014109,96.101,16.646,53.821
MED_0014122,34.711,26.798,38.353
MED_0014123,97.16,3.704,81.394
MED_0014124,55.834,35.402,0.146
MED_0014125,34.632,74.199,72.892
MED_0014819,80.776,32.096,83.517
MED_0015041,26.057,71.831,61.915
MED_0015377,66.908,24.888,66.641
MED_0015378,92.183,4.689,49.19
MED_0015548,47.279,5.058,1.131
MED_0015549,24.583,82.887,1.26
MED_0015550,31.148,89.279,11.723
MED_0015551,27.629,1.837,76.114
MED_0015552,60.421,78.846,54.593
MED_0015553,17.821,80.427,2.413
MED_0015554,20.901,38.262,76.895
MED_0015555,76.718,73.842,3.991
MED_0015609,51.374,91.534,54.399
MED_0015697,39.934,94.852,62.834
MED_0015730,69.337,2.104,44.482
MED_0015731,54.048,15.155,32.17
MED_0015732,60.808,33.795,97.083
MED_0015760,38.214,69.205,70.929
MED_0015852,20.665,20.372,23.673
MED_0015938,72.083,13.215,5.549
MED_0015951,18.987,98.545,29.998
MED_0016073,85.0,50.314,50.723
MED_0016133,5.342,76.862,43.2
MED_0016389,4.257,71.983,60.512
MED_0016390,48.297,96.882,59.658
MED_0016430,4.103,67.95,11.748
MED_0016602,69.929,9.266,83.91
MED_0016603,82.232,62.92,97.908
MED_0016604,86.565,7.886,19.969
MED_0016695,85.616,14.526,38.98
MED_0016836,10.026,33.529,27.568
MED_0016924,33.85,4.705,16.301
MED_0017019,39.934,18.647,11.93
MED_0017131,59.4,40.328,29.527
MED_0017414,45.482,68.374,98.779
MED_0017488,14.674,31.354,60.062
MED_0017554,47.038,0.701,47.741
MED_0017555,27.264,71.117,29.627
MED_0017642,72.641,95.858,5.671
MED_0017650,53.182,89.171,77.258
MED_0017830,91.853,89.54,7.993
MED_0017831,75.072,28.928,74.59
MED_0018087,82.287,57.229,72.919
MED_0018088,57.658,42.122,79.267
MED_0018649,80.391,99.78,13.227
MED_0019345,40.745,24.82,70.312
MED_0019542,57.622,92.285,36.33
MED_0019543,97.622,13.787,38.437
MED_0019553,73.986,30.121,12.974
MED_0019554,48.616,55.552,44.842
MED_0019555,21.608,38.826,40.128
MED_0019556,33.064,81.26,39.337
MED_0020090,4.153,39.581,43.397
MED_0020387,0.836,4.402,73.093
MED_0020388,88.71,8.773,63.329
MED_0020389,26.598,0.801,54.502
MED_0020390,12.068,85.958,58.664
MED_0020391,59.237,98.844,5.87
MED_0020392,74.078,63.909,14.316
MED_0020461,13.526,60.831,33.897
MED_0020568,68.856,76.739,46.007
MED_0020573,37.103,46.749,59.746
MED_0020597,23.127,11.211,64.927
MED_0020598,18.667,39.242,4.954
MED_0020873,71.661,43.038,13.305
MED_0021102,96.701,34.882,81.473
MED_0021233,49.3,29.528,32.168
MED_0021234,81.132,98.148,59.054
MED_0021235,13.706,31.902,74.717
MED_0021263,96.264,28.152,28.531
MED_0021556,32.938,51.379,12.436
MED_0021589,1.629,56.106,71.837
MED_0021683,59.524,34.786,35.039
MED_0021982,21.136,88.632,84.527
MED_0022048,76.209,39.814,40.614
MED_0022167,86.696,59.712,68.583
MED_0022600,14.941,49.332,49.504
MED_0022878,31.49,40.74,1.207
MED_0022897,96.951,40.839,81.086
MED_0023037,84.036,30.96,42.306
MED_0023128,44.764,29.633,86.369
MED_0023322,15.426,42.16,92.151
MED_0023342,1.604,19.674,79.978
MED_0023430,6.289,50.397,2.717
MED_0023486,37.446,19.905,0.437
MED_0023487,44.122,67.939,63.481
MED_0023488,9.017,49.705,9.389
MED_0023489,42.325,34.686,44.004
MED_0023490,6.184,12.895,25.566
MED_0023491,7.505,24.529,32.64
MED_0023664,44.234,26.535,70.966
MED_0023665,96.863,73.192,36.537
MED_0023666,9.707,81.165,69.44
MED_0024034,98.751,46.754,5.441
MED_0024326,72.268,12.311,93.358
MED_0024403,7.995,64.299,52.471
MED_0024404,57.558,39.786,96.442
MED_0024649,93.673,84.761,40.462
MED_0024802,21.481,33.01,88.517
MED_0024829,55.373,19.481,32.227
MED_0024912,60.727,26.384,67.055
MED_0024976,46.001,54.694,0.692
MED_0025110,68.666,4.918,18.574
MED_0025118,24.289,74.609,47.827
MED_0025268,47.405,73.104,54.206
MED_0025294,24.436,0.598,64.239
MED_0025360,56.366,16.394,60.347
MED_0025383,43.249,24.19,18.965
MED_0025384,81.738,69.02,60.37
MED_0025385,47.906,78.613,13.326
MED_0025390,56.552,86.061,28.91
MED_0025391,3.992,86.858,92.156
MED_0025627,32.216,76.309,81.548
MED_0025692,93.477,89.577,46.019
MED_0025693,61.731,59.374,18.683
MED_0025982,16.534,47.34,23.676
MED_0025983,93.305,15.945,72.093
MED_0025984,86.747,65.171,4.673
MED_0025985,23.83,18.236,57.523
MED_0025986,25.136,99.158,6.526
MED_0025987,61.685,22.795,79.838
MED_0025988,51.627,29.334,21.242
MED_0025989,29.692,65.984,60.465
MED_0026322,52.527,88.946,0.909
MED_0026360,67.267,33.14,32.108
MED_0026361,8.41,84.274,69.004
MED_0026495,12.684,38.9,91.484
MED_0026498,44.257,43.642,68.973
MED_0026499,62.234,20.174,95.94
MED_0026500,12.432,0.378,83.234
MED_0026561,78.86,98.468,21.344
MED_0026562,15.473,77.346,43.25
MED_0026747,62.542,77.908,91.361
MED_0026924,49.276,46.744,21.834
MED_0026925,93.923,41.417,72.598
MED_0026941,69.984,3.377,39.843
MED_0027262,92.858,73.011,2.828
MED_0027312,80.266,0.345,55.851
MED_0027402,5.236,37.845,3.455
MED_0027663,61.436,16.947,50.342
MED_0027722,30.424,63.017,8.481
MED_0027785,82.409,64.031,79.109
MED_0027842,29.751,5.365,89.781
MED_0028330,27.025,67.54,86.854
MED_0028475,47.324,75.861,50.634
MED_0028476,42.803,42.025,37.125
MED_0028477,92.6,84.186,42.97
MED_0028478,15.99,84.277,24.511
MED_0028559,40.484,80.485,66.236
MED_0028888,35.683,84.695,80.957
MED_0028889,40.354,95.52,26.237
MED_0029094,41.162,7.097,57.368
MED_0029166,26.727,59.501,64.569
MED_0029250,20.887,52.272,21.759
MED_0029521,58.707,77.007,67.939
MED_0029522,74.856,83.864,70.807
MED_0029523,84.211,59.816,7.739
MED_0029562,59.874,70.607,42.725
MED_0029563,58.928,62.022,31.499
MED_0029564,31.358,86.678,59.722
MED_0029854,80.044,20.754,82.355
MED_0030230,77.508,43.652,21.648
MED_0030231,13.179,22.243,59.048
MED_0030364,89.319,10.143,10.084
MED_0030376,71.86,58.572,93.456
MED_0030377,53.367,65.092,66.053
MED_0030845,91.023,32.954,28.832
MED_0030900,93.279,22.798,1.628
MED_0030901,69.98,18.245,45.043
MED_0030907,74.131,98.771,87.568
MED_0030952,13.747,19.311,59.158
MED_0031006,53.105,91.542,93.905
MED_0031448,30.017,82.671,92.914
MED_0031822,16.162,39.769,46.11
MED_0032077,50.402,49.17,84.724
MED_0032159,77.435,52.636,90.899
MED_0032162,12.877,45.025,64.296
MED_0032504,64.893,5.781,65.726
MED_0032505,97.253,29.012,38.793
MED_0032506,4.948,69.753,98.745
MED_0032573,19.993,72.334,57.553
MED_0032777,37.008,30.595,74.759
MED_0032778,57.495,53.648,86.984
MED_0032779,27.102,2.45,67.945
MED_0032883,51.531,68.67,62.353
MED_0032891,56.737,79.678,19.28
MED_0033470,67.827,24.144,0.371
MED_0033995,62.09,91.833,15.417
MED_0034224,39.497,11.933,83.941
MED_0034225,5.935,88.006,41.718
MED_0034226,38.419,13.241,9.896
MED_0034254,32.265,90.087,73.245
MED_0034335,68.438,40.635,27.778
MED_0034336,49.926,92.679,94.702
MED_0034337,32.247,75.161,35.847
MED_0034346,49.353,9.988,96.606
MED_0034347,25.477,43.095,0.572
MED_0034378,5.23,52.377,33.758
MED_0034379,78.69,41.492,53.095
MED_0034642,13.279,68.329,35.741
MED_0034643,41.472,35.29,32.51
MED_0034781,15.391,89.177,86.157
MED_0034803,26.001,76.984,58.873
MED_0034804,47.231,29.611,14.372
MED_0034805,84.803,20.172,52.928
MED_0034806,91.215,99.811,1.699
MED_0034936,77.553,83.65,82.058
MED_0034937,86.726,73.019,45.264
MED_0034954,95.833,40.821,4.558
MED_0035157,62.221,80.989,26.778
MED_0035177,91.631,51.269,41.121
MED_0035359,17.336,79.731,33.278
MED_0035360,4.851,61.146,53.467
MED_0035361,3.04,60.871,87.265
MED_0035362,74.671,21.259,66.797
MED_0035569,1.212,77.016,63.797
MED_0035570,82.367,47.563,48.479
MED_0035671,84.463,82.127,57.586
MED_0035884,48.698,84.07,33.664
MED_0036115,15.286,26.873,20.974
MED_0036206,38.924,27.03,1.318
MED_0036207,31.777,4.224,20.464
MED_0036213,75.351,37.764,69.13
MED_0036214,29.916,50.944,98.367
MED_0036246,57.304,49.827,63.916
MED_0036307,22.277,25.121,1.884
MED_0036312,33.678,82.839,76.127
MED_0036518,4.516,65.786,43.22
MED_0036519,16.859,61.699,27.026
MED_0036530,65.067,80.874,4.43
MED_0036576,23.327,9.002,91.135
MED_0036773,60.046,76.271,33.212
MED_0036808,28.037,84.153,1.756
MED_0036820,19.121,31.218,4.087
MED_0036827,9.637,74.41,66.499
MED_0037281,47.116,53.259,46.028
MED_0037327,60.966,95.567,11.368
MED_0037328,30.876,51.349,42.536
MED_0037653,26.73,90.905,52.268
MED_0037654,15.897,0.369,52.198
MED_0037658,72.391,83.91,32.0
MED_0037659,64.139,87.379,69.633
MED_0037713,80.598,27.645,57.055
MED_0037714,15.917,64.67,21.978
MED_0037740,97.107,42.936,73.683
MED_0037741,36.059,54.864,71.643
MED_0037742,75.674,16.575,41.999
MED_0037743,48.057,92.809,20.979
MED_0037811,84.931,44.345,69.979
MED_0038016,38.395,18.179,59.036
MED_0038069,65.72,64.224,68.138
MED_0038131,37.153,98.173,52.963
MED_0038205,89.352,76.436,46.874
MED_0038206,50.065,29.49,14.668
MED_0038207,38.148,36.181,33.989
MED_0038208,31.241,62.286,59.372
MED_0038209,2.34,42.041,15.276
MED_0038210,13.352,72.493,22.006
MED_0038211,47.376,45.031,50.259
MED_0038362,57.927,98.07,88.39
MED_0038363,22.8,67.931,57.321
MED_0038364,3.591,81.255,76.291
MED_0038605,42.841,82.392,87.292
MED_0038620,71.447,62.769,44.802
MED_0038621,67.11,55.219,80.992
MED_0038631,98.443,58.092,70.327
MED_0038834,7.06,79.106,42.072
MED_0038835,31.396,20.253,52.483
MED_0038836,98.883,87.853,54.465
MED_0038837,62.432,3.979,45.243
MED_0038838,21.013,51.419,35.274
MED_0038839,6.48,49.411,5.808
MED_0038868,58.103,36.959,98.757
MED_0038869,76.211,62.719,16.765
MED_0039000,82.677,21.01,26.357
MED_0039448,51.173,41.102,52.512
MED_0039449,86.124,95.948,68.525
MED_0039691,39.859,15.094,59.368
MED_0039822,68.126,18.041,93.565
MED_0039823,78.635,60.263,63.203
MED_0039913,33.374,8.822,87.849
MED_0040196,54.682,15.469,56.707
MED_0040213,78.911,52.299,38.697
MED_0040237,65.566,76.242,51.074
MED_0040238,13.382,80.842,64.886
MED_0040251,48.845,91.541,38.802
MED_0040348,76.043,96.572,3.665
MED_0040474,11.842,45.468,13.196
MED_0040538,48.105,14.673,55.484
MED_0041576,38.762,60.67,23.097
MED_0041577,27.49,70.644,66.275
MED_0041578,84.954,66.135,60.747
MED_0041579,45.412,4.622,71.385
MED_0041580,4.424,49.083,46.024
MED_0041933,61.418,86.225,78.294
MED_0041934,86.503,99.654,19.101
MED_0042373,35.431,44.609,80.037
MED_0042374,44.226,73.974,76.594
MED_0042375,83.986,65.82,87.985
MED_0042376,10.015,32.927,63.213
MED_0042400,68.135,76.763,43.998
MED_0042401,90.507,35.748,64.371
MIM_0000011,52.48,61.787,67.55
MIM_0000044,73.915,51.658,71.091
MIM_0000269,28.016,4.471,36.764
MIM_0000394,50.91,20.924,97.186
MIM_0000520,31.136,30.857,48.34
MIM_0000848,5.141,91.975,10.24
MIM_0000983,15.238,22.682,64.818
MIM_0001104,32.27,4.922,40.06
MIM_0001650,99.048,11.383,62.779
MIM_0001721,39.354,93.439,53.382
MIM_0001773,7.465,3.747,63.887
MIM_0001887,87.834,45.033,44.641
MIM_0001959,5.344,88.248,23.212
MIM_0001997,97.352,80.43,62.756
MIM_0002142,35.716,51.238,26.34
MIM_0002195,97.633,57.45,29.344
MIM_0002439,91.498,98.968,81.94
MIM_0002440,42.326,85.622,95.378
MIM_0002519,81.44,6.639,21.793
MIM_0002721,13.471,31.93,21.863
MIM_0002789,49.861,66.191,86.86
MIM_0002881,35.507,94.49,36.605
MIM_0003128,70.642,16.017,91.001
MIM_0003193,66.936,66.255,23.352
MIM_0003472,50.904,96.173,77.402
MIM_0003849,20.838,3.775,56.493
MIM_0003862,8.873,55.921,92.177
MIM_0003863,66.189,64.253,99.593
MIM_0003869,22.677,17.505,9.047
MIM_0003870,85.454,73.639,6.897
MIM_0003931,34.696,73.887,53.754
MIM_0003992,58.308,79.71,2.397
MIM_0003993,46.656,20.73,29.164
MIM_0004010,38.43,47.094,25.461
MIM_0004073,17.669,12.233,74.301
MIM_0004324,57.23,54.477,65.03
MIM_0004340,92.158,48.706,74.072
MIM_0004630,92.335,60.976,42.469
MIM_0004635,44.195,33.667,94.83
MIM_0004636,89.756,7.692,66.44
MIM_0004637,40.449,55.181,64.553
MIM_0004901,94.279,89.124,9.888
MIM_0004980,78.774,29.985,27.346
MIM_0004981,47.951,69.905,5.857
MIM_0005142,59.08,81.73,20.34
MIM_0005268,48.685,44.975,2.583
MIM_0005316,99.622,59.149,71.897
MIM_0005317,12.537,40.507,66.444
MIM_0005318,99.692,97.109,77.065
MIM_0005327,2.867,15.156,96.174
MIM_0005489,63.441,96.924,74.91
MIM_0005490,57.514,64.581,38.447
MIM_0005583,81.917,11.658,89.069
MIM_0005640,41.562,45.242,12.311
MIM_0005805,74.625,98.995,41.386
MIM_0005806,95.255,0.15,99.738
MIM_0005807,74.661,91.527,27.788
MIM_0005808,81.131,92.172,13.443
MIM_0005833,84.903,12.801,68.005
MIM_0005834,97.885,26.866,58.838
MIM_0005835,3.962,89.964,20.876
MIM_0005952,43.772,42.338,22.071
MIM_0006076,42.098,35.808,74.037
MIM_0006077,9.379,86.424,61.427
MIM_0006161,32.74,63.566,27.608
MIM_0006295,40.361,27.435,2.69
MIM_0006359,16.42,24.531,85.835
MIM_0006571,6.267,30.405,39.545
MIM_0006604,36.05,88.168,14.011
MIM_0006610,80.9,81.356,11.004
MIM_0006612,38.373,48.962,12.824
